Blog	business	friends	photo	small	companies	online	makes	another	support	talking	whether	should	back	ways	high	he	thing	getting	off	into	opportunity	his	tips	making	use	keep	better	asked	me	interview	questions	state	well	d	amp	media	started	video	using	top	following	com	b	reasons	web	money	website	thanks	our	site	there	great	here	least	which	being	re	because	others	few	ask	question	recently	ve	stuff	soon	youtube	c	hope	things	us	any	love	please	don	where	conversation	story	day	something	why	director	called	other	week	her	name	team	months	ago	really	thought	kind	never	answer	myself	let	see	favorite	she	nothing	much	come	happened	almost	every	got	office	took	wanted	even	once	month	everyone	had	take	place	no	who	knew	would	wrote	email	while	think	going	means	learn	just	work	real	time	around	made	easy	head	need	point	do	away	bit	press	make	sure	also	want	give	fun	during	takes	long	co	might	year	find	way	together	lot	events	happy	hour	same	talk	only	know	company	else	did	look	own	may	working	hard	personal	fact	try	important	isn	big	true	enough	close	article	write	along	feel	free	share	too	always	say	itself	america	wasn	third	family	used	its	today	idea	seems	than	ever	episode	different	ones	released	instead	president	tell	e	taking	three	face	next	found	old	best	m	very	good	successful	shows	running	far	each	create	many	days	sometimes	less	course	writing	already	under	games	movie	short	show	done	yet	spent	four	start	second	could	these	probably	were	stop	world	design	through	life	phone	camera	finally	looks	ll	videos	friend	then	didn	does	quickly	doing	latest	run	product	learning	system	track	feature	iphone	available	app	store	clear	especially	before	notes	left	add	tools	line	save	them	apple	features	photos	example	special	links	project	via	behind	won	coming	version	interesting	seeing	search	since	told	update	go	page	right	results	looking	information	security	someone	report	morning	am	down	until	ideas	twitter	mobile	check	word	simple	th	software	still	help	minutes	facebook	both	users	read	recent	experience	change	forward	past	years	such	those	account	actually	turn	party	blog	community	become	trying	matter	live	little	harassment	hours	building	social	open	two	part	hands	between	internet	build	chris	cover	reading	include	post	book	seem	deal	rules	times	comes	thinking	level	doesn	must	cost	often	perhaps	case	art	including	sexual	last	mean	saying	center	understand	david	problem	full	group	side	call	bad	room	likely	number	without	anyone	worth	needs	friday	though	mueller	according	said	city	end	five	went	white	house	early	him	news	election	continue	night	u	government	john	pretty	put	maybe	later	self	quite	car	bill	o	women	mark	game	trump	view	mdash	october	wrong	campaign	set	amazon	appeared	future	original	google	data	cool	content	technology	large	public	again	ad	guy	man	list	service	san	nbsp	words	sound	tech	says	based	x	home	screen	device	smart	hand	hit	play	within	against	everything	research	per	seen	former	series	american	russia	intelligence	development	key	york	music	created	order	computer	stranger	k	tv	million	cars	came	watch	network	stories	half	halloween	power	remember	donald	buy	price	known
Gapingvoid	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gothamist	2	2	0	1	0	0	1	0	0	0	2	0	3	3	5	10	2	0	2	5	0	8	1	0	0	0	2	0	3	1	0	7	1	1	0	0	0	1	2	5	1	0	1	0	0	0	0	0	3	0	1	4	7	0	8	1	4	3	1	1	0	0	2	1	2	0	4	0	0	6	6	2	3	0	4	1	0	0	5	0	1	0	0	3	3	7	1	1	1	1	2	2	0	1	0	0	1	0	0	8	0	1	1	0	3	0	1	2	1	0	2	1	3	1	4	1	0	0	13	0	3	0	0	6	0	1	1	0	5	1	1	8	2	0	0	0	1	2	1	3	0	0	3	0	10	1	2	1	3	1	4	0	0	11	2	1	1	1	0	3	0	0	0	0	2	3	0	1	1	1	2	1	1	0	0	1	0	1	4	0	1	1	0	0	0	4	0	2	1	1	4	2	2	0	1	2	0	3	5	0	0	2	4	0	0	0	1	0	1	0	0	1	4	0	3	0	5	6	6	2	1	0	1	2	1	0	0	2	1	1	0	1	0	2	0	0	1	0	2	1	1	1	1	3	2	0	5	0	5	0	2	0	0	0	0	0	2	0	3	0	1	1	1	0	0	0	3	1	0	0	3	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	2	0	0	3	0	0	0	0	2	0	0	1	0	2	2	0	2	0	4	0	1	0	1	3	0	3	1	0	1	2	4	0	4	0	0	7	0	1	3	0	4	2	0	0	0	0	0	1	0	4	0	1	1	0	0	1	0	0	1	2	0	3	1	1	0	0	0	0	7	3	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	1	0	1	1	6	1	1	1	0	0	1	1	3	2	2	2	3	1	0	2	1	0	2	1	2	0	1	2	8	2	1	0	0	4	3	4	4	0	0	2	0	0	0	1	2	1	0	0	0	0	4	7	0	0	1	6	0	4	2	0	2	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	3	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	2	2	0	3	0	0	0	0	2	2	0	0	0	0	0	8	1	0	0	0	2	1	0	2	0	0	1	0	4	1	13	4	0	1	1	0	0
The Full Feed from HuffingtonPost.com	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	2	1	0	1	1	0	5	0	1	0	0	1	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	1	0	0	4	0	1	1	0	0	0	0	0	0	1	0	0	1	1	4	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	10	0	0	0	0	1	1	0	1	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	3	0	1	2	14	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
http://www.hyperorg.com/blogger/index.rdf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Joel on Software	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	2	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Kotaku	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	0	3	3	4	0	1	2	0	0	0	0	0	1	0	0	0	1	4	3	0	0	5	1	0	1	0	0	1	1	0	0	0	3	0	5	1	5	0	1	1	4	1	0	0	0	2	0	1	2	0	0	0	0	4	2	0	0	0	1	1	0	2	1	0	0	0	0	0	5	0	1	0	0	0	1	2	1	0	0	0	1	1	1	0	1	3	0	0	0	0	1	0	0	1	0	0	0	0	2	2	0	2	2	0	2	0	0	0	1	3	0	0	2	1	0	1	2	1	0	0	3	0	2	0	0	0	1	2	0	0	0	1	2	0	1	0	1	3	1	3	2	2	0	0	0	0	0	1	3	1	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	5	2	0	0	4	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	4	2	1	2	0	1	1	1	2	0	1	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	1	1	2	1	1	2	0	2	0	0	1	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	14	0	0	0	2	1	0	1	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	3	0	0	0	2	0	0	0	1	0	2	1	1
kottke.org	6	7	0	5	3	3	12	12	2	0	8	9	10	7	7	197	21	5	23	57	1	120	0	4	12	4	23	8	39	2	1	8	11	28	0	17	7	18	1	4	0	3	10	2	5	1	1	0	35	1	50	20	21	7	41	14	23	27	9	9	0	4	4	32	0	2	0	4	4	31	32	37	52	2	23	25	0	14	12	28	13	3	7	52	10	7	9	6	3	8	29	10	9	36	3	6	7	24	13	13	9	41	13	2	16	25	14	2	4	3	46	4	4	21	39	8	11	36	65	6	43	16	1	12	25	10	8	7	35	15	9	71	12	22	6	3	9	13	33	13	5	2	20	9	35	6	6	7	4	2	16	2	16	13	16	34	12	9	5	2	3	21	6	23	25	2	11	15	7	27	13	1	5	2	7	10	5	6	16	7	10	6	0	0	2	8	2	3	24	19	15	7	8	4	4	4	4	30	5	8	7	44	23	2	13	4	3	10	1	12	2	1	11	4	5	4	28	25	15	20	23	0	15	1	10	17	4	19	4	7	6	7	4	9	5	5	34	5	23	5	16	0	4	3	2	30	28	7	50	6	28	0	16	30	0	3	2	7	19	0	7	27	13	16	2	6	0	2	5	1	3	3	1	2	4	0	2	5	7	24	3	5	2	0	1	3	45	2	0	11	6	2	0	7	11	7	4	1	18	3	7	1	9	6	1	6	2	17	1	7	5	0	4	1	4	8	19	2	3	11	0	2	7	4	6	2	30	3	5	0	21	0	16	4	10	7	3	26	26	12	24	0	6	6	1	1	0	10	1	1	7	19	0	1	2	4	3	14	25	2	10	2	3	2	4	7	2	7	13	9	4	2	12	6	3	3	11	0	2	5	3	0	14	3	0	15	7	7	1	12	15	4	12	4	2	2	2	7	1	3	21	7	5	0	0	15	0	2	11	13	13	4	9	8	10	8	44	2	1	0	7	7	2	6	4	2	8	8	7	4	2	19	5	2	3	5	11	5	8	2	3	0	11	0	1	18	4	0	1	2	0	7	4	3	13	1	7	21	3	1	0	250	4	3	1	5	7	5	14	4	2	4	9	4	12	1	4	19	2	1	13	2	8	16	0	2	0	4	4	19	2	1	4	2	0	7	4	3	2	9	2	15	4	0	9	9	0	1	2	6
Lifehack	4	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	2	1	0	0	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	3	1	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	1	4	0	2	0	0	0	0	0	0	0	2	0	0	0	8	0	8	1	0	0	0	7	1	0	1	0	0	8	2	0	0	0	2	0	0	2	0	2	0	2	2	0	0	1	3	3	0	0	2	2	0	0	0	3	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	2	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	2	0	6	0	2	3	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	5	1	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	20	5	0	0	0	1	1	0	2	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lifehacker	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	3	2	1	0	0	1	0	2	0	1	0	1	0	0	2	0	0	0	1	0	1	1	0	1	0	0	0	2	0	0	0	5	0	3	2	3	0	2	0	6	1	0	1	0	0	0	5	1	0	0	0	0	3	1	2	0	0	2	2	1	0	2	0	2	0	2	4	4	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0	1	1	1	0	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	4	1	1	2	0	1	1	1	5	2	0	1	0	0	0	2	0	0	0	3	0	2	5	0	1	0	0	0	0	1	3	0	2	1	3	0	4	2	0	1	0	1	1	0	0	0	1	3	1	2	2	0	0	0	1	1	0	0	0	0	0	0	1	2	0	1	2	0	0	0	0	0	0	1	1	4	0	0	6	2	0	1	0	1	0	0	0	0	2	1	0	2	1	0	3	0	3	3	0	0	0	0	0	0	0	0	2	3	0	1	2	0	0	0	0	1	0	2	0	1	2	0	0	1	2	2	0	0	0	2	1	0	5	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	3	2	1	1	0	0	2	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	2	2	0	0	0	1	0	2	0	0	3	3	0	0	0	2	26	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	4	0	0	1	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	5	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	6	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0	1	0	2	0	2	0	1	0	3	0	0
Little Green Footballs	0	1	3	0	1	0	3	1	2	2	2	0	4	0	0	47	1	2	3	6	0	27	0	4	2	0	0	2	9	4	0	2	2	3	0	1	0	15	0	0	1	21	2	1	0	3	1	1	14	2	8	2	20	1	6	3	0	5	0	2	0	0	1	5	0	2	20	3	0	1	6	5	1	2	1	3	2	4	1	1	4	2	4	3	2	13	9	0	1	0	1	2	1	3	0	0	3	0	0	19	3	5	0	0	2	2	1	8	2	0	9	1	0	0	9	1	1	3	15	2	5	0	0	3	1	0	2	0	14	7	0	6	1	7	0	0	3	5	1	0	0	2	4	1	4	1	1	1	3	3	3	3	1	2	1	4	0	1	0	0	0	0	1	2	6	0	0	2	4	3	1	0	0	0	0	2	1	3	4	0	1	1	0	0	2	1	1	0	3	0	5	0	4	0	0	1	0	3	8	0	3	5	1	0	0	0	3	2	14	0	0	1	2	0	0	1	1	2	2	9	5	0	2	1	1	0	0	4	1	0	0	0	1	2	1	0	0	0	10	3	1	1	1	0	0	0	3	0	5	0	2	1	0	2	4	0	1	0	1	1	1	1	10	4	1	1	2	0	0	0	0	2	1	0	2	0	1	4	0	3	0	1	0	0	0	0	4	3	0	0	0	3	0	1	0	0	3	0	1	0	0	0	2	7	2	1	0	8	0	0	1	0	2	0	3	2	8	0	0	7	0	1	0	1	1	0	5	1	0	1	0	0	1	2	1	0	0	1	3	0	2	5	1	0	3	0	0	0	2	2	8	2	0	0	4	0	1	4	0	0	0	0	1	2	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0	0	0	2	1	1	0	4	1	3	0	0	4	0	2	0	0	6	2	0	0	0	2	2	2	0	2	0	3	2	14	0	0	0	2	19	8	0	7	9	1	1	4	1	2	7	3	0	1	1	0	0	1	2	1	0	7	0	72	0	8	10	0	1	3	0	1	0	0	0	0	0	0	0	0	3	6	1	2	2	2	0	0	0	5	2	1	4	0	0	0	0	0	0	1	1	2	0	1	2	0	0	4	4	3	1	1	0	1	2	3	4	0	1	0	0	0	0	1	0	0	2	0	1	4	0	2	3	15	1	0	0
Make: DIY Projects and Ideas for Makers	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	4	1	1	0	0	0	0	0	1	0	0	4	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	3	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Matt Cutts: Gadgets, Google, and SEO	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	3	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	1	1	0	0	0	3	1	0	1	0	0	2	4	0	0	0	1	0	0	4	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	2	1	0	0	2	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	3	1	0	1	1	0	1	0	0	0	1	1	0	0	2	0	2	0	1	0	0	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	2	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	1	1	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
